date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-02-23 17:28:41,DondePlowman,,5,1,96,"Dean of Graduate Studies, Dixie Thompson, and Associate VC for Human Resources, Mary Lucal, and I are loving the pink and orange. We are also yelling loud for our Lady Vols!",,,,1231631981169041409,https://twitter.com/DondePlowman/status/1231631981169041409
2020-02-23 13:16:37,DondePlowman,Vol_Swim,0,0,28,"Congratulations. All the hard work has paid off! Big achievement.",,,,1231568545345085440,https://twitter.com/DondePlowman/status/1231568545345085440
2020-02-23 02:18:18,DondePlowman,Vol_Baseball,0,0,28,"Congrats Vols! Another big win.",,,,1231402877169602561,https://twitter.com/DondePlowman/status/1231402877169602561
2020-02-22 15:07:23,DondePlowman,Vol_Baseball,0,3,49,"Congrats to our guys for beating the number 1 team in the country last night in Round Rock, Tx. Great time to be a Vol!",,,,1231234033855627265,https://twitter.com/DondePlowman/status/1231234033855627265
2020-02-22 15:06:01,DondePlowman,Vol_Sports,0,0,3,"Congrats to our Women’s Tennis team!",,,,1231233689503358976,https://twitter.com/DondePlowman/status/1231233689503358976
2020-02-22 02:15:14,DondePlowman,EcoCarUTK,1,0,5,"Thanks for letting us know!",,,,1231039715719237633,https://twitter.com/DondePlowman/status/1231039715719237633
2020-02-20 16:11:51,DondePlowman,,1,0,52,"Loved getting to congratulate our Spirit Team this morning. Dance Team-National champs in “Pom,” Cheer Team - national champs in “Game Day,” & Mascot team 6th in the nation. Excellence in each group. A rising tide lifts all boats. #leadingtheway Great time to be a VOL!",,,#leadingtheway,1230525480031465472,https://twitter.com/DondePlowman/status/1230525480031465472
2020-02-20 15:27:19,DondePlowman,,0,17,188,"I was thrilled to be able to spend time with our cheer, dance, and mascot teams this morning celebrating their recent national championships! What an incredible achievement! I said it’s great to be a Tennessee Vol! #GoVols @TennesseeCheer @UTdanceteam @Vol_Sports – at Anderson Training Center",,@TennesseeCheer @UTdanceteam @Vol_Sports,#GoVols,1230514273857736704,https://twitter.com/DondePlowman/status/1230514273857736704
2020-02-20 10:13:01,DondePlowman,UTKStudentLife,0,1,15,"I hope everyone votes and let’s their voice be heard. Voting is a right and a responsibility. Let’s all commit to making a difference by voting.",,,,1230435177509376001,https://twitter.com/DondePlowman/status/1230435177509376001
2020-02-20 00:05:24,DondePlowman,UT_President,0,1,27,"We had a terrific two days at UT Chattanooga. Great time to be a Vol!",,,,1230282267823673345,https://twitter.com/DondePlowman/status/1230282267823673345
2020-02-19 12:08:19,DondePlowman,HeyDrShea,2,1,23,"Big congratulations to our awesome Dean of Students, Shea Kidd-Houze, @HeyDrShea for this recognition I’m the SEC!",,@HeyDrShea,,1230101806237220865,https://twitter.com/DondePlowman/status/1230101806237220865
2020-02-19 11:04:32,DondePlowman,UTKnoxville,0,0,6,"Great win! Congratulations @RickBarnesUT and @Vol_Hoops. Great time to be a Vol! Lots of cheers at Board of Trustees dinner last night when we heard the news. Go Vols!",,@RickBarnesUT @Vol_Hoops,,1230085755374067712,https://twitter.com/DondePlowman/status/1230085755374067712
2020-02-19 10:46:39,DondePlowman,KC4UTM,0,0,29,"Everywhere UT for sure. Great meetings yesterday on the beautiful UTC campus. Looking forward to the Board of Trustees meeting today.",,,,1230081254567092224,https://twitter.com/DondePlowman/status/1230081254567092224
2020-02-17 01:22:24,DondePlowman,GlennJacobsTN,0,0,21,"Way to go Mayor!",,,,1229214480476889089,https://twitter.com/DondePlowman/status/1229214480476889089
2020-02-16 20:12:01,DondePlowman,,0,2,79,"Dennis and I are enjoying this game and huge crowd with new Dean of Education and Human Sciences, Ellen McIntyre and her husband Bill. Go Lady Vols!",,,,1229136370440032256,https://twitter.com/DondePlowman/status/1229136370440032256
2020-02-14 16:49:13,DondePlowman,,1,4,30,"Today on Valentine’s Day we also celebrate National Organ Donor Day. The ultimate act of &amp; courage is to donate an organ, giving life to another. Am grateful for our own @FrankieMcginnis &amp; @TomSatkowiak - a donor &amp; recipient who helped our campus lead on organ donation policy.",,@FrankieMcginnis @TomSatkowiak,,1228360559076282368,https://twitter.com/DondePlowman/status/1228360559076282368
2020-02-14 01:06:29,DondePlowman,mdwilson_law,0,0,6,"Thank you for coming to lunch today and helping us build community - one lunch, one cup of coffee at a time. Impressed by the tireless work of our staff on Rocky Top. Great time to be a Vol!",,,,1228123311332364291,https://twitter.com/DondePlowman/status/1228123311332364291
2020-02-13 16:56:27,DondePlowman,,0,3,54,"This morning at the Town Hall introduced these 4 new campus leaders: Ellen McIntyre, Dean of Education & Human Sciences; Amber Williams, Vice Provost- Student Success; Lamar Bryant, Assoc. Dean of Students; Duane Wiles, Assoc. Vice Chancellor - Alumni Affairs. #LeadershipMatters",,,#LeadershipMatters,1227999990729052166,https://twitter.com/DondePlowman/status/1227999990729052166
2020-02-13 15:06:56,DondePlowman,VOLNursingDEAN,0,1,11,"Great to see so many of our campus leaders this morning. Great time to be a Vol!",,,,1227972428917354498,https://twitter.com/DondePlowman/status/1227972428917354498
2020-02-13 13:34:48,DondePlowman,MasseyForSenate,0,0,18,"Your alma mater appreciates your support and I love seeing you out there leading (and your orange rocks!) Thanks for what you do. #leadershipmatters",,,#leadershipmatters,1227949245019381760,https://twitter.com/DondePlowman/status/1227949245019381760
2020-02-12 18:48:52,DondePlowman,,2,8,46,"Enjoyed having lunch with our legislative intern students! Their passion for service in state government is remarkable and I am proud they are representing UT in our state legislature! – at Cordell Hull Building",,,,1227665892768649222,https://twitter.com/DondePlowman/status/1227665892768649222
2020-02-12 18:09:28,DondePlowman,,1,1,18,"Ran into Jessica Doppelt (@JDoppelt) in the hallway who is a proud Tennessee alum and has a daughter who currently attends UTK! Love meeting Vols everywhere I go! – at Tennessee State Capitol",,@JDoppelt,,1227655977752723457,https://twitter.com/DondePlowman/status/1227655977752723457
2020-02-12 17:09:54,DondePlowman,,1,2,59,"Started UT Day on the Hill with @govbilllee discussing the bright future that is ahead for our incredible university! It’s a great time to be a Vol!",,@GovBillLee,,1227640988593741827,https://twitter.com/DondePlowman/status/1227640988593741827
2020-02-12 15:58:17,DondePlowman,YagerTweets,0,0,26,"Orange is everywhere in this beautiful Capitol building. #everywhereyoulookORANGE",,,#everywhereyoulookORANGE,1227622966281883648,https://twitter.com/DondePlowman/status/1227622966281883648
2020-02-12 15:38:30,DondePlowman,UT_President,0,0,23,"We had a great meeting this morning with Gov. Lee. Looking forward to this day: UT Day on the Hill.",,,,1227617987110350849,https://twitter.com/DondePlowman/status/1227617987110350849
2020-02-11 23:53:56,DondePlowman,,0,0,34,"Meet Ben Jones, freshman engineering major from Kingsport who represents the UTK Habitat for Humanity chapter. He came to see me during Office Hours in Pendergrass Library. They are trying to raise $20,000 to build a house. Being a Volunteer means something. #WillingnessToAct",,,#WillingnessToAct,1227380276361297921,https://twitter.com/DondePlowman/status/1227380276361297921
2020-02-11 21:04:53,DondePlowman,,0,2,18,"I am holding Office Hours in Pendergrass Library in A113 from 4-5pm today. Looking forward to talking with our students, faculty, and staff!",,,,1227337733221339137,https://twitter.com/DondePlowman/status/1227337733221339137
2020-02-11 15:01:31,DondePlowman,,0,4,25,"These members of the Vol Corp represented us so well this morning at Chancellor’s Associates breakfast. Their leadership and enthusiasm is helping us everyday recruit future Vols. Great time to be a Vol.#leadershipmatters",,,#leadershipmatters,1227246291438198787,https://twitter.com/DondePlowman/status/1227246291438198787
2020-02-11 13:08:54,DondePlowman,,0,3,31,"Kari Alldredge, Vice Provost for Enrollment Management, is crushing it with her presentation at the Chancellor’s Associates breakfast this morning. Great time to be a Vol.",,,,1227217949691392000,https://twitter.com/DondePlowman/status/1227217949691392000
2020-02-11 11:37:06,DondePlowman,,3,32,225,"Vol is a Verb. Let’s each take one action today to make something just a little bit better, a little bit kinder, a little bit more welcoming. The world desperately needs Volunteers. #WillingnessToAct",,,#WillingnessToAct,1227194848937115649,https://twitter.com/DondePlowman/status/1227194848937115649
2020-02-11 01:43:34,DondePlowman,UTAdvocator,0,9,93,"Ranked 7th among publics in the US and 1st in the SEC. Great time to be a Vol!",,,,1227045479113994240,https://twitter.com/DondePlowman/status/1227045479113994240
2020-02-11 01:26:05,DondePlowman,,0,0,9,"Thank you BYC fraternity for the tour today, the conversation, and the demonstration of the various ping-pong games. I’m impressed by your mission and commitment to leadership.",,,,1227041080614572032,https://twitter.com/DondePlowman/status/1227041080614572032
2020-02-10 21:22:06,DondePlowman,TeachingAtUTK,0,2,10,"We had fun today reflecting on 100 years and the role Tennessee played in our right to vote, to have a voice and to use it!",,,,1226979678092775424,https://twitter.com/DondePlowman/status/1226979678092775424
2020-02-10 21:20:41,DondePlowman,,0,3,26,"Love these modern day suffragettes who are running student government these days. Vote. Run for office. #leadershipmatters ⁦@UTKSGA⁩",,@UTKSGA,#leadershipmatters,1226979323724341251,https://twitter.com/DondePlowman/status/1226979323724341251
2020-02-10 21:16:01,DondePlowman,mdwilson_law,0,0,8,"This was fun today and thanks to these leaders, who represent a fraction of the outstanding women leaders in our campus. Great time to be a Vol!",,,,1226978147851259906,https://twitter.com/DondePlowman/status/1226978147851259906
2020-02-10 11:51:59,DondePlowman,Martin_Dempsey,0,0,14,"I agree with this.",,,,1226836204550795265,https://twitter.com/DondePlowman/status/1226836204550795265
2020-02-09 21:01:17,DondePlowman,KarenWeekly,0,0,5,"Wow. 1000 wins! Congratulations @RhondaRevelle and I agree with you Coach Weekly, @KarenWeekly, one of the other absolute best in softball. #leadershipmatters",,@RhondaRevelle @KarenWeekly,#leadershipmatters,1226612052912984064,https://twitter.com/DondePlowman/status/1226612052912984064
2020-02-09 20:18:34,DondePlowman,Vol_Softball,0,1,45,"Another big win. Great weekend for this team. Go Vols!",,,,1226601301850632192,https://twitter.com/DondePlowman/status/1226601301850632192
2020-02-09 19:37:26,DondePlowman,Vol_WTennis,0,0,9,"Another big victory. Congrats to everyone. Great time to be a VOL!",,,,1226590952963420161,https://twitter.com/DondePlowman/status/1226590952963420161
2020-02-09 19:36:18,DondePlowman,kelmcdowell,2,0,6,"Agreed.",,,,1226590666790178819,https://twitter.com/DondePlowman/status/1226590666790178819
2020-02-09 16:12:17,DondePlowman,Vol_Softball,0,0,8,"Congrats Lady Vols!",,,,1226539324398800896,https://twitter.com/DondePlowman/status/1226539324398800896
2020-02-08 22:20:47,DondePlowman,,0,8,70,"It has been 100 years since women got the right to vote and the state of Tennessee played such an important role in that decision. Loved getting to reflect on what voting means to me.",,,,1226269672607244288,https://twitter.com/DondePlowman/status/1226269672607244288
2020-02-08 19:13:18,DondePlowman,HeyDrShea,0,0,15,"Yell for us. We are in Chicago!",,,,1226222491779072014,https://twitter.com/DondePlowman/status/1226222491779072014
2020-02-08 12:49:39,DondePlowman,bstevensnews,0,0,7,"I’ll come in appropriate attire next time.",,,,1226125942281637888,https://twitter.com/DondePlowman/status/1226125942281637888
2020-02-08 12:40:16,DondePlowman,,1,2,29,"Loved the set for Blithe Spirit, a real ghost story. Opening night was last night and the crowd loved the performance of this Noel Coward play. Great time to be a Vol.",,,,1226123579537993728,https://twitter.com/DondePlowman/status/1226123579537993728
2020-02-08 10:27:21,DondePlowman,utmartin,0,0,24,"I will honor my honorary membership of the UTMartin community. Go Skyhawks!",,,,1226090132282990593,https://twitter.com/DondePlowman/status/1226090132282990593
2020-02-08 00:23:15,DondePlowman,AnthonyHaynesTN,0,0,2,"The best. The only way it would have been more fun was if you were there!",,,,1225938104592273410,https://twitter.com/DondePlowman/status/1225938104592273410
2020-02-06 19:59:09,DondePlowman,,0,0,66,"Great crowd in Memphis to celebrate our football program, signing class and university. Feeling in the room was electric. Our coaches, @CoachJPruitt and athletic director @phillipfulmer were amazing answering questions and having fun with the crowd. Great time to be a Vol!",,@CoachJPruitt @phillipfulmer,,1225509252619546628,https://twitter.com/DondePlowman/status/1225509252619546628
2020-02-06 16:29:53,DondePlowman,,0,1,21,"Enjoyed meeting many soybean producers in Dyersburg last night and this morning at the West TN Grain and Soybean Producers Conference.They are important partners with our university. Enjoyed meeting these UT Martin students who were here at the conference. Great time to be a VOL!",,,,1225456590498795520,https://twitter.com/DondePlowman/status/1225456590498795520
2020-02-06 11:25:00,DondePlowman,,0,0,11,"Chancellor’s Roundtable with students is actually a big rectangle but we had a great conversation yesterday. Thanks to our student leaders who bring commitment & courage everyday.",,,,1225379863537889281,https://twitter.com/DondePlowman/status/1225379863537889281
2020-02-06 11:18:21,DondePlowman,Vol_Sports,0,16,116,"We have more women head coaches than any school in the SEC. Love seeing each of them speak in this video. Women leaders are being groomed every day at UTK and they have many women role models. Great time to be a Vol!",,,,1225378189356273675,https://twitter.com/DondePlowman/status/1225378189356273675
2020-02-05 18:22:05,DondePlowman,Dawn_Seigel,0,1,14,"Thanks for being there. Wonderful to host staff from UTIA and Herbert College of Agriculture today for lunch. I really enjoyed our Q & A and picked up some great suggestions. Great time to be a Vol!",,,,1225122436141789186,https://twitter.com/DondePlowman/status/1225122436141789186
2020-02-05 02:47:00,DondePlowman,,0,0,54,"No better place to meet with Student Body President, Natalie Campbell, than Soccer Taco. We did some great strategizing and had some amazing food as well!",,,,1224887117232463872,https://twitter.com/DondePlowman/status/1224887117232463872
2020-02-05 02:36:54,DondePlowman,,0,1,19,"I had really good conversations during Chancellor’s Office Hours today, including with these two undergraduates students. Very impressive future leaders. Great time to be a Vol!",,,,1224884575710695424,https://twitter.com/DondePlowman/status/1224884575710695424
2020-02-05 02:13:44,DondePlowman,,0,0,62,"Great come-from-behind win Vols!",,,,1224878744877371392,https://twitter.com/DondePlowman/status/1224878744877371392
2020-02-04 20:53:59,DondePlowman,,0,4,55,"Just met Sarah who runs track for UTK. We are in line at Starbuck’s in Hodges waiting for a shot of caffeine before I go hold Office Hours. Happy Tuesday! Great time to be a Vol!",,,,1224798276974710786,https://twitter.com/DondePlowman/status/1224798276974710786
2020-02-04 09:49:46,DondePlowman,,0,0,24,"A great night in Nashville at the State of the State with Chief of Staff, Matthew Scoggins, UTIA Sr. Vice President/Vice Chancellor Tim Cross, Agruclture Commissioner Charlie Hatcher.",,,,1224631120848998403,https://twitter.com/DondePlowman/status/1224631120848998403
2020-02-04 01:14:29,DondePlowman,,0,0,21,"Thank you Rep. Rick Staples for the front row seat to hear the State of the State.",,,,1224501445849948160,https://twitter.com/DondePlowman/status/1224501445849948160
2020-02-03 23:57:02,DondePlowman,,1,0,44,"Loved catching up with these two amazing business deans- Annette Ranft (Auburn) and Kathy Farrell (Nebraska) in Nashville today. They are both outstanding leaders who I have had the pleasure of working with. Don’t know who the photo-bomber is.",,,,1224481952968990721,https://twitter.com/DondePlowman/status/1224481952968990721
2020-02-02 23:02:06,DondePlowman,KathyFarrellUNL,0,0,7,"I thought I felt your presence close by!",,,,1224105742950715394,https://twitter.com/DondePlowman/status/1224105742950715394
2020-02-01 13:37:41,DondePlowman,UTKLaw,0,6,22,"Thank you @UTKLaw for all you do to build leaders. Lawyers make great CEO’s.",,@UTKLaw,,1223601315361820672,https://twitter.com/DondePlowman/status/1223601315361820672
2020-02-01 05:13:57,DondePlowman,,0,4,50,"Loved getting to meet each of these two in their offices today at UT Martin - Chancellor Keith Carver and Provost Phil Cavalier. Great things happening on that campus due to the leadership of these guys.",,,,1223474544389902337,https://twitter.com/DondePlowman/status/1223474544389902337
2020-01-31 11:16:42,DondePlowman,,0,2,23,"Provost Manderscheid threw a nIce party for his new Vice Provost for Student Success, Dr. Amber Williams, yesterday. Big crowd and the hot chocolate was unbelievable. Great to see everyone there and great time to be a Vol! @dmanderscheid @ambers_williams",,@dmanderscheid @ambers_williams,,1223203448579133440,https://twitter.com/DondePlowman/status/1223203448579133440
2020-01-30 23:00:52,DondePlowman,,1,1,62,"Ok. Shea Houze, our amazing Dean of Students, got the memo also. Today was gray plaid day in case you missed it.",,,,1223018270745341952,https://twitter.com/DondePlowman/status/1223018270745341952
2020-01-30 16:57:09,DondePlowman,DavidRosowsky,0,0,5,"Great idea #twinninginhighered",,,#twinninginhighered,1222926738256166912,https://twitter.com/DondePlowman/status/1222926738256166912
2020-01-30 16:34:49,DondePlowman,UT_Admissions,0,0,5,"Definitely!!’",,,,1222921116756389888,https://twitter.com/DondePlowman/status/1222921116756389888
2020-01-30 16:26:43,DondePlowman,,0,1,64,"I guess Natalie Campbell, student body president, is the only one who got the memo on attire for today. Had a great meeting with this energetic & caring leader who has good ideas about the role of student government in supporting students.Thanks Natalie for your #WillingnessToAct",,,#WillingnessToAct,1222919076575612930,https://twitter.com/DondePlowman/status/1222919076575612930
2020-01-30 11:54:49,DondePlowman,KristinEichorst,1,0,9,"Love this posting by my friend @KristinEichorst. How very true this is. Today let’s choose to dance!",,@KristinEichorst,,1222850650096242688,https://twitter.com/DondePlowman/status/1222850650096242688
2020-01-30 02:26:52,DondePlowman,duanewiles,0,0,20,"So glad for your leadership. Looking forward to our future.",,,,1222707721390215168,https://twitter.com/DondePlowman/status/1222707721390215168
2020-01-30 02:11:25,DondePlowman,dbatie,0,0,3,"Everyone knows what a principal does!",,,,1222703834549641216,https://twitter.com/DondePlowman/status/1222703834549641216
2020-01-30 01:39:26,DondePlowman,TennesseeTyra,0,0,58,"Eli made my day! He is a future Vol for sure!",,,,1222695785214681088,https://twitter.com/DondePlowman/status/1222695785214681088
2020-01-30 01:37:33,DondePlowman,,16,11,614,"Hats off to working parents who are scrambling this week because Knox schools are out. Today I got to hang out with Eli Haag, whose mom, Tyra, & I had important work to do today & he came along. Tonight Eli told his brothers that today he “got to meet the principal of Rocky Top.”",,,,1222695312520892418,https://twitter.com/DondePlowman/status/1222695312520892418
2020-01-29 02:41:15,DondePlowman,,0,0,42,"Enjoyed watching the basketball game tonight with Dean of Haslam College of Business (my dean :)) Steve Mangum, and his wife, Troba. We yelled as hard as we could but it didn’t quite give our guys the edge tonight. #loveourteam",,,#loveourteam,1222348953200529409,https://twitter.com/DondePlowman/status/1222348953200529409
2020-01-28 22:54:20,DondePlowman,,0,0,45,"True confession - this was my dinner tonight. The shakes at Steak n Shake are sooooo good. What did I do to have fun at work today? This might have topped the list for a very fun day at work.",,,,1222291847726260224,https://twitter.com/DondePlowman/status/1222291847726260224
2020-01-28 22:46:41,DondePlowman,,0,0,15,"So I’m coming out of Chancellor’s Office Hours in our beautiful student union and who do I run into? Some amazing Vols raising money for the VOLthon. Being a Volunteer means something!",,,,1222289921773395968,https://twitter.com/DondePlowman/status/1222289921773395968
2020-01-28 22:28:49,DondePlowman,mdwilson_law,0,1,9,"Melanie, thanks for being there, for being an outstanding leader. Go Vols!",,,,1222285425982824450,https://twitter.com/DondePlowman/status/1222285425982824450
2020-01-28 20:53:40,DondePlowman,,2,0,50,"So this happened. Today we hosted lunch with the chancellor for all staff who have been here less than six months. So much positive energy in that room. Great Q&A and many good ideas. Great Time to be a Tennessee Vol.",,,,1222261480667656192,https://twitter.com/DondePlowman/status/1222261480667656192
2020-01-28 16:46:07,DondePlowman,FrankieMcginnis,1,0,4,"Love discovering how interconnected we are. Thanks for your leadership, Frankie.",,,,1222199182624264192,https://twitter.com/DondePlowman/status/1222199182624264192
2020-01-28 15:20:43,DondePlowman,,0,2,55,"Rode the Ag Express bus today to a meeting at UTIA with these 3 students who put up with my questions about the bus. They all love it & have no problems getting back and forth. It runs every 8 minutes and took me about 7 minutes to get to my meeting. Great to be a Tennessee Vol.",,,,1222177694307188738,https://twitter.com/DondePlowman/status/1222177694307188738
2020-01-28 13:09:27,DondePlowman,TomSatkowiak,1,0,8,"I’ll be there!",,,,1222144658559717383,https://twitter.com/DondePlowman/status/1222144658559717383
2020-01-28 11:29:40,DondePlowman,,5,0,34,"Today is National Have Fun at Work Day. I’m riding the express bus over to UTIA this morning to meet with colleagues who are part of the work groups looking at ways to maximize collaboration. That will be fun. What are you doing to have fun at work today?",,,,1222119548410826752,https://twitter.com/DondePlowman/status/1222119548410826752
2020-01-28 11:20:07,DondePlowman,NebToday,0,0,3,"Congratulations, Mark, my former neighbor.",,,,1222117141589233665,https://twitter.com/DondePlowman/status/1222117141589233665
2020-01-28 01:35:18,DondePlowman,NebEngineering,0,0,6,"Another great group of aspiring leaders. Terrific program.",,,,1221969969640103936,https://twitter.com/DondePlowman/status/1221969969640103936
2020-01-27 00:26:06,DondePlowman,SheriIrwinGish,0,0,6,"My friend and colleague - one of the best public speakers I know - @DSMendenhall. Proud of you.",,@DSMendenhall,,1221590168123121664,https://twitter.com/DondePlowman/status/1221590168123121664
2020-01-26 18:40:52,DondePlowman,,0,0,22,"Love being here at the Lady Vols game with Caula Beyl, Dean of Herbert College of Agriculture and Jeanne Seay. @UT_CASNR",,@UT_CASNR,,1221503284453740544,https://twitter.com/DondePlowman/status/1221503284453740544
2020-01-26 18:15:15,DondePlowman,,1,4,124,"Great to be a Tennessee Vol. Court-side to cheer on the Lady Vols with ⁦@UT_President⁩, Jenny Boyd, Dennis Duchon. #WeBackPat",,@UT_President,#WeBackPat,1221496841193304064,https://twitter.com/DondePlowman/status/1221496841193304064
2020-01-25 12:05:33,DondePlowman,HarvardBiz,1,0,9,"I have been impacted by Clay Christensen’s work on innovation and disruption for most of my career, but his book How Will You Measure Your Life was the most disruptive to me personally. I did not know him but am saddened by his passing at age 67.",,,,1221041413363814400,https://twitter.com/DondePlowman/status/1221041413363814400
2020-01-24 20:39:15,DondePlowman,UT_President,0,0,26,"I am so happy to be part of a university system that is truly collaborative whose leaders are committed to the good of the whole as well as the good of each campus. Love my colleagues.",,,,1220808300503105538,https://twitter.com/DondePlowman/status/1220808300503105538
2020-01-24 16:42:21,DondePlowman,mikekrauseTN,0,1,30,"Thank you @mikekrauseTN and your colleagues for being with us today to make higher education better in a Tennessee. A great morning.",,@mikekrauseTN,,1220748682934525952,https://twitter.com/DondePlowman/status/1220748682934525952
2020-01-24 03:01:46,DondePlowman,,1,11,108,"Loved getting to meet an outstanding student leader during Office Hours this week. Taylor Washington is graduating in May and headed to law school She exemplifies what I mean by #WillingnessToAct.",,,#WillingnessToAct,1220542179162107910,https://twitter.com/DondePlowman/status/1220542179162107910
2020-01-24 01:11:36,DondePlowman,MSUTNews,1,2,10,"Thanks for inviting me. I enjoyed it and am so impressed with your group. Keep on leading. #WillingnessToAct",,,#WillingnessToAct,1220514453692743680,https://twitter.com/DondePlowman/status/1220514453692743680
2020-01-23 17:26:48,DondePlowman,NebraskaBiz,1,0,16,"Ah....love this. Thanks for posting.",,,,1220397483995672577,https://twitter.com/DondePlowman/status/1220397483995672577
2020-01-23 01:47:28,DondePlowman,,1,0,42,"Thanks, Professor Jackie Jacobs, for inviting me to speak to Haslam Management Association tonight. 100 students of all majors attending to become better managers. Loved being part of Group #1 (no pineapple on pizza) Loved talking about leadership & the #WillingnessToAct",,,#WillingnessToAct,1220161092149743616,https://twitter.com/DondePlowman/status/1220161092149743616
2020-01-22 11:05:40,DondePlowman,,1,2,39,"Great meeting yesterday at the Urban League with UTK leadership and African American, Hispanic, & religious leaders in Knoxville.We are building relationships, identifying opportunities for partnership, and improving our community. Love the pin they gave me.Equality is the goal.",,,,1219939180396130304,https://twitter.com/DondePlowman/status/1219939180396130304
2020-01-21 21:02:02,DondePlowman,HaslamUT,0,0,17,"Congrats. We need more start-ups because that’s how we increase the number of jobs out there and grow our economy. Good luck teams!",,,,1219726873430839296,https://twitter.com/DondePlowman/status/1219726873430839296
2020-01-21 20:42:41,DondePlowman,phillipfulmer,0,0,20,"Wow! Big congratulations Darryl!",,,,1219722002203926535,https://twitter.com/DondePlowman/status/1219722002203926535
2020-01-21 14:04:05,DondePlowman,,1,6,32,"It’s Tuesday and I willl be in the Student Union Room 262C at 4 pm today holding Chancellor’s Office Hours.",,,,1219621690667343874,https://twitter.com/DondePlowman/status/1219621690667343874
2020-01-21 11:23:47,DondePlowman,Vol_Football,0,0,40,"Love this.",,,,1219581349943791617,https://twitter.com/DondePlowman/status/1219581349943791617
2020-01-21 11:17:58,DondePlowman,UTKSGA,0,0,9,"You all did a great job. The singing was especially fun!",,,,1219579888841240576,https://twitter.com/DondePlowman/status/1219579888841240576
2020-01-21 01:55:32,DondePlowman,,1,4,142,"Oh my gosh. That shot! These Lady Vols are crushing it. So excited for this team and Coach Harper! Great win!",,,,1219438344284917760,https://twitter.com/DondePlowman/status/1219438344284917760
2020-01-20 16:27:57,DondePlowman,UT_President,0,1,18,"Proud to represent the university as we honor Dr. King and carry on the dream.",,,,1219295509942358017,https://twitter.com/DondePlowman/status/1219295509942358017
2020-01-20 16:25:27,DondePlowman,,3,15,214,"Getting ready to march in the Martin Luther King Day parade with UT softball team and scores of student athletes. Tremendous turnout from students, faculty and administrators. It was a great day celebrating Dr. King with all these Volunteers on a cold day. #WillingnessToAct",,,#WillingnessToAct,1219294878892425222,https://twitter.com/DondePlowman/status/1219294878892425222
2020-01-20 11:53:29,DondePlowman,,0,5,52,"",,,,1219226438592880640,https://twitter.com/DondePlowman/status/1219226438592880640
2020-01-20 00:55:00,DondePlowman,UTKnoxville,0,1,54,"Congratulations to this hardworking group of Volunteers.",,,,1219060725336940546,https://twitter.com/DondePlowman/status/1219060725336940546
2020-01-19 10:06:24,DondePlowman,UTKSGA,0,2,17,"Now that is some awesome leadership right there! Thanks for what you do. Your willingness to act is on display everyday. #leadershipmatters",,,#leadershipmatters,1218837099757154304,https://twitter.com/DondePlowman/status/1218837099757154304
2020-01-19 02:38:27,DondePlowman,Vol_Sports,0,1,21,"Way to go @TennesseeCheer",,@TennesseeCheer,,1218724369402421248,https://twitter.com/DondePlowman/status/1218724369402421248
2020-01-19 00:58:16,DondePlowman,,1,1,202,"Way to go Vols with the win on the road over Vanderbilt. What a second half! Fun to watch.",,,,1218699158569332737,https://twitter.com/DondePlowman/status/1218699158569332737
2020-01-18 23:42:07,DondePlowman,SenJohnson,0,0,3,"Senator, thank you for being there. Your presentation was great.",,,,1218679996039995393,https://twitter.com/DondePlowman/status/1218679996039995393
2020-01-18 20:14:01,DondePlowman,,0,2,38,"Spending the day in Franklin, TN with @UT_President and the UT Alumni Legislative Council. Great conversations today and now presentation by TN Senate Majority Leader, Jack Johnson. Great commitment from UT alums, eager to advocate for our university.",,@UT_President,,1218627623309496325,https://twitter.com/DondePlowman/status/1218627623309496325
2020-01-18 13:37:37,DondePlowman,knoxnews,0,1,33,"Great day for our campus, our community, our state.",,,,1218527869497901057,https://twitter.com/DondePlowman/status/1218527869497901057
2020-01-18 03:57:22,DondePlowman,SMDuke,0,1,20,"Looking forward to Duane Wiles’ Leadership at UTK. Welcome to Rocky Top Duane! @duanewiles",,@duanewiles,,1218381843105570816,https://twitter.com/DondePlowman/status/1218381843105570816
2020-01-18 00:11:43,DondePlowman,,0,0,8,"Thank you to the Volunteer Rotary Club for inviting me to speak today. I love hearing the 4-Way test: is it true, is it fair, will it build good will, will it be beneficial to all involved. Wish the world operated asking those questions.",,,,1218325056465592320,https://twitter.com/DondePlowman/status/1218325056465592320
2020-01-17 23:58:18,DondePlowman,timburchett,0,0,12,"Glad you could be there and you take the best selfies!",,,,1218321678532562944,https://twitter.com/DondePlowman/status/1218321678532562944
2020-01-17 23:54:44,DondePlowman,,0,3,36,"⁦@UT_President⁩ and I could not be more thrilled about the future for these three PHD students and future students who will work in our new VW Innovation Hub at our - Cherokee Farm- announced today.",,@UT_President,,1218320782520135681,https://twitter.com/DondePlowman/status/1218320782520135681
2020-01-17 23:29:41,DondePlowman,,0,4,39,"Meet the Tickle College of Engineering team - Dean Janice Terpenny, faculty, & 3 PHD students (now Volkswagen Fellows).This Innovation Hub benefits our community, university, & state. Grateful for brilliant work of engineering faculty & grad students, who helped make this happen.",,,,1218314477382307841,https://twitter.com/DondePlowman/status/1218314477382307841
